param_type,param_name,out_u_bound,in_l_bound,out_l_bound,base,in_u_bound
output,g302_Phi,1,0.3407018387316769,0,10,0.3547037446258129
output,g302_phi_2,1,0.5575312618752994,0,10,0.5628754989293618
output,g303_phi_1,1,0.4032578257871112,0,10,0.4102540784463966
output,g303_Phi,1,0.3007693407705492,0,10,0.31160554005446767
output,g303_phi_2,1,0.6463841188061086,0,10,0.6526523954003471
output,g304_phi_1,1,0.17131682465657253,0,10,0.17788264326532466
output,g304_Phi,1,0.23489674573158803,0,10,0.24144686034564633
output,g304_phi_2,1,0.6454222693490919,0,10,0.6471775119704626
output,g306_phi_1,1,0.19242805533120724,0,10,0.20701465868290023
output,g306_Phi,1,0.4110638574609235,0,10,0.416607226792504
output,g306_phi_2,1,0.5511693237822956,0,10,0.5549855588746625
output,g309_phi_1,1,0.29913669374401425,0,10,0.31991764989524263
output,g309_Phi,1,0.3567140605833945,0,10,0.3675981636798332
output,g309_phi_2,1,0.607154666400511,0,10,0.6098930840292818
output,g312_phi_1,1,0.4185829940669922,0,10,0.4443102905122573
output,g312_Phi,1,0.3636495795183227,0,10,0.37604745204146633
output,g312_phi_2,1,0.6939730380040423,0,10,0.7008421156426543
output,g313_phi_1,1,-0.4741651071993679,0,10,-0.3267117751584499
output,g313_Phi,1,0.3982005072194279,0,10,0.4035323048494334
output,g313_phi_2,1,0.46505551995182104,0,10,0.4767157239260634
